well,time_s,temperature_c,wavelength_nm,absorbance_a490,compound_id,concentration_uM,role,bucket,replicate,functional_class
B7,120.0,36.9,490,0.048,,,,,,
B7,150.0,36.9,490,0.047,,,,,,
B7,180.0,36.9,490,0.047,,,,,,
B7,210.0,36.9,490,0.048,,,,,,
B7,240.0,36.9,490,0.048,,,,,,
B7,270.0,36.9,490,0.048,,,,,,
B7,300.0,36.9,490,0.048,,,,,,
B7,330.0,36.9,490,0.049,,,,,,
B7,360.0,36.9,490,0.049,,,,,,
B7,390.0,36.9,490,0.049,,,,,,
B7,420.0,36.9,490,0.049,,,,,,
B7,450.0,36.9,490,0.051,,,,,,
B7,480.0,36.9,490,0.05,,,,,,
B7,510.0,36.9,490,0.051,,,,,,
B7,540.0,36.9,490,0.051,,,,,,
B7,570.0,36.9,490,0.051,,,,,,
B7,600.0,36.9,490,0.051,,,,,,
B7,630.0,36.9,490,0.051,,,,,,
B7,660.0,36.9,490,0.049,,,,,,
B7,690.0,36.9,490,0.051,,,,,,
B7,720.0,36.9,490,0.052,,,,,,
B7,750.0,36.9,490,0.052,,,,,,
B7,780.0,36.9,490,0.051,,,,,,
B7,840.0,36.9,490,0.053,,,,,,
B8,0.0,36.9,490,0.05,,,,,,
B8,30.0,36.9,490,0.049,,,,,,
B8,60.0,36.9,490,0.048,,,,,,
B8,90.0,36.9,490,0.048,,,,,,
B8,120.0,36.9,490,0.049,,,,,,
B8,150.0,36.9,490,0.049,,,,,,
B8,180.0,36.9,490,0.05,,,,,,
B8,210.0,36.9,490,0.05,,,,,,
B8,240.0,36.9,490,0.05,,,,,,
B8,270.0,36.9,490,0.05,,,,,,
B8,300.0,36.9,490,0.051,,,,,,
B8,330.0,36.9,490,0.051,,,,,,
B8,360.0,36.9,490,0.052,,,,,,
B8,390.0,36.9,490,0.051,,,,,,
B8,420.0,36.9,490,0.05,,,,,,
B8,450.0,36.9,490,0.052,,,,,,
B8,480.0,36.9,490,0.051,,,,,,
B8,510.0,36.9,490,0.053,,,,,,
B8,540.0,36.9,490,0.052,,,,,,
B8,570.0,36.9,490,0.053,,,,,,
B8,600.0,36.9,490,0.052,,,,,,
B8,630.0,36.9,490,0.053,,,,,,
B8,660.0,36.9,490,0.051,,,,,,
B8,690.0,36.9,490,0.054,,,,,,
B8,720.0,36.9,490,0.054,,,,,,
B8,750.0,36.9,490,0.054,,,,,,
B8,780.0,36.9,490,0.054,,,,,,
B8,840.0,36.9,490,0.055,,,,,,
B9,0.0,36.9,490,0.057,,,,,,
B9,30.0,36.9,490,0.055,,,,,,
B9,60.0,36.9,490,0.055,,,,,,
B9,90.0,36.9,490,0.055,,,,,,
B9,120.0,36.9,490,0.055,,,,,,
B9,150.0,36.9,490,0.057,,,,,,
B9,180.0,36.9,490,0.055,,,,,,
B9,210.0,36.9,490,0.056,,,,,,
B9,240.0,36.9,490,0.056,,,,,,
B9,270.0,36.9,490,0.057,,,,,,
B9,300.0,36.9,490,0.055,,,,,,
B9,330.0,36.9,490,0.057,,,,,,
B9,360.0,36.9,490,0.057,,,,,,
B9,390.0,36.9,490,0.055,,,,,,
B9,420.0,36.9,490,0.055,,,,,,
B9,450.0,36.9,490,0.057,,,,,,
B9,480.0,36.9,490,0.056,,,,,,
B9,510.0,36.9,490,0.056,,,,,,
B9,540.0,36.9,490,0.057,,,,,,
B9,570.0,36.9,490,0.059,,,,,,
B9,600.0,36.9,490,0.058,,,,,,
B9,630.0,36.9,490,0.057,,,,,,
B9,660.0,36.9,490,0.055,,,,,,
B9,690.0,36.9,490,0.058,,,,,,
B9,720.0,36.9,490,0.058,,,,,,
B9,750.0,36.9,490,0.058,,,,,,
B9,780.0,36.9,490,0.058,,,,,,
B9,810.0,36.9,490,0.057,,,,,,
B9,840.0,36.9,490,0.058,,,,,,
B10,0.0,36.9,490,0.152,T1008,50.0,sample,substrate_control,1.0,negative
B10,30.0,36.9,490,0.165,T1008,50.0,sample,substrate_control,1.0,negative
B10,60.0,36.9,490,0.176,T1008,50.0,sample,substrate_control,1.0,negative
B10,90.0,36.9,490,0.185,T1008,50.0,sample,substrate_control,1.0,negative
B10,120.0,36.9,490,0.195,T1008,50.0,sample,substrate_control,1.0,negative
B10,150.0,36.9,490,0.2,T1008,50.0,sample,substrate_control,1.0,negative
B10,180.0,36.9,490,0.203,T1008,50.0,sample,substrate_control,1.0,negative
B10,210.0,36.9,490,0.207,T1008,50.0,sample,substrate_control,1.0,negative
B10,240.0,36.9,490,0.21,T1008,50.0,sample,substrate_control,1.0,negative
B10,270.0,36.9,490,0.214,T1008,50.0,sample,substrate_control,1.0,negative
B10,300.0,36.9,490,0.215,T1008,50.0,sample,substrate_control,1.0,negative
B10,330.0,36.9,490,0.214,T1008,50.0,sample,substrate_control,1.0,negative
B10,360.0,36.9,490,0.215,T1008,50.0,sample,substrate_control,1.0,negative
B10,390.0,36.9,490,0.214,T1008,50.0,sample,substrate_control,1.0,negative
B10,420.0,36.9,490,0.217,T1008,50.0,sample,substrate_control,1.0,negative
B10,450.0,36.9,490,0.217,T1008,50.0,sample,substrate_control,1.0,negative
B10,480.0,36.9,490,0.216,T1008,50.0,sample,substrate_control,1.0,negative
B10,510.0,36.9,490,0.215,T1008,50.0,sample,substrate_control,1.0,negative
B10,540.0,36.9,490,0.215,T1008,50.0,sample,substrate_control,1.0,negative
B10,570.0,36.9,490,0.215,T1008,50.0,sample,substrate_control,1.0,negative
B10,600.0,36.9,490,0.216,T1008,50.0,sample,substrate_control,1.0,negative
B10,630.0,36.9,490,0.215,T1008,50.0,sample,substrate_control,1.0,negative
B10,660.0,36.9,490,0.212,T1008,50.0,sample,substrate_control,1.0,negative
B10,690.0,36.9,490,0.214,T1008,50.0,sample,substrate_control,1.0,negative
B10,720.0,36.9,490,0.214,T1008,50.0,sample,substrate_control,1.0,negative
B10,750.0,36.9,490,0.214,T1008,50.0,sample,substrate_control,1.0,negative
B10,780.0,36.9,490,0.214,T1008,50.0,sample,substrate_control,1.0,negative
B10,810.0,36.9,490,0.213,T1008,50.0,sample,substrate_control,1.0,negative
B10,840.0,36.9,490,0.213,T1008,50.0,sample,substrate_control,1.0,negative
B11,0.0,36.9,490,0.131,,,,,,
B11,30.0,36.9,490,0.128,,,,,,
B11,60.0,36.9,490,0.125,,,,,,
B11,90.0,36.9,490,0.123,,,,,,
B11,120.0,36.9,490,0.126,,,,,,
B11,150.0,36.9,490,0.125,,,,,,
B11,180.0,36.9,490,0.125,,,,,,
B11,210.0,36.9,490,0.124,,,,,,
B11,240.0,36.9,490,0.123,,,,,,
B11,270.0,36.9,490,0.122,,,,,,
B11,300.0,36.9,490,0.122,,,,,,
B11,330.0,36.9,490,0.123,,,,,,
B11,360.0,36.9,490,0.123,,,,,,
B11,390.0,36.9,490,0.121,,,,,,
B11,420.0,36.9,490,0.122,,,,,,
B11,450.0,36.9,490,0.12,,,,,,
B11,480.0,36.9,490,0.121,,,,,,
B11,510.0,36.9,490,0.121,,,,,,
B11,540.0,36.9,490,0.12,,,,,,
B11,570.0,36.9,490,0.121,,,,,,
B11,600.0,36.9,490,0.119,,,,,,
B11,630.0,36.9,490,0.119,,,,,,
B11,660.0,36.9,490,0.118,,,,,,
B11,690.0,36.9,490,0.119,,,,,,
B11,720.0,36.9,490,0.119,,,,,,
B11,750.0,36.9,490,0.118,,,,,,
B11,780.0,36.9,490,0.117,,,,,,
B11,810.0,36.9,490,0.117,,,,,,
B11,840.0,36.9,490,0.121,,,,,,
B12,0.0,36.9,490,0.042,,,,,,
B12,30.0,36.9,490,0.041,,,,,,
B12,60.0,36.9,490,0.039,,,,,,
B12,90.0,36.9,490,0.039,,,,,,
B12,120.0,36.9,490,0.04,,,,,,
B12,150.0,36.9,490,0.04,,,,,,
B12,180.0,36.9,490,0.041,,,,,,
B12,210.0,36.9,490,0.04,,,,,,
B12,240.0,36.9,490,0.04,,,,,,
B12,270.0,36.9,490,0.04,,,,,,
B12,300.0,36.9,490,0.039,,,,,,
B12,330.0,36.9,490,0.041,,,,,,
B12,360.0,36.9,490,0.041,,,,,,
B12,390.0,36.9,490,0.04,,,,,,
B12,420.0,36.9,490,0.039,,,,,,
B12,450.0,36.9,490,0.039,,,,,,
B12,480.0,36.9,490,0.04,,,,,,
B12,510.0,36.9,490,0.041,,,,,,
B12,540.0,36.9,490,0.04,,,,,,
B12,570.0,36.9,490,0.041,,,,,,
B12,600.0,36.9,490,0.04,,,,,,
B12,630.0,36.9,490,0.041,,,,,,
B12,660.0,36.9,490,0.038,,,,,,
B12,690.0,36.9,490,0.041,,,,,,
B12,720.0,36.9,490,0.04,,,,,,
B12,750.0,36.9,490,0.04,,,,,,
B12,780.0,36.9,490,0.04,,,,,,
B12,810.0,36.9,490,0.039,,,,,,
B12,840.0,36.9,490,0.04,,,,,,
C1,0.0,36.9,490,0.04,,,,,,
C1,30.0,36.9,490,0.044,,,,,,
C1,60.0,36.9,490,0.042,,,,,,
C1,90.0,36.9,490,0.041,,,,,,
C1,120.0,36.9,490,0.04,,,,,,
C1,150.0,36.9,490,0.042,,,,,,
C1,180.0,36.9,490,0.042,,,,,,
C1,210.0,36.9,490,0.041,,,,,,
C1,240.0,36.9,490,0.042,,,,,,
C1,270.0,36.9,490,0.042,,,,,,
C1,300.0,36.9,490,0.043,,,,,,
C1,330.0,36.9,490,0.044,,,,,,
C1,360.0,36.9,490,0.041,,,,,,
C1,390.0,36.9,490,0.041,,,,,,
C1,420.0,36.9,490,0.041,,,,,,
C1,450.0,36.9,490,0.041,,,,,,
C1,480.0,36.9,490,0.041,,,,,,
C1,510.0,36.9,490,0.04,,,,,,
C1,540.0,36.9,490,0.043,,,,,,
C1,570.0,36.9,490,0.041,,,,,,
C1,600.0,36.9,490,0.04,,,,,,
C1,630.0,36.9,490,0.04,,,,,,
C1,660.0,36.9,490,0.045,,,,,,
C1,690.0,36.9,490,0.041,,,,,,
C1,720.0,36.9,490,0.041,,,,,,
C1,750.0,36.9,490,0.042,,,,,,
C1,780.0,36.9,490,0.041,,,,,,
C1,810.0,36.9,490,0.039,,,,,,
C1,840.0,36.9,490,0.043,,,,,,
C2,0.0,36.9,490,0.044,,,,,,
C2,30.0,36.9,490,0.045,,,,,,
C2,60.0,36.9,490,0.048,,,,,,
C2,90.0,36.9,490,0.046,,,,,,
C2,120.0,36.9,490,0.045,,,,,,
C2,150.0,36.9,490,0.05,,,,,,
C2,180.0,36.9,490,0.05,,,,,,
C2,210.0,36.9,490,0.048,,,,,,
C2,240.0,36.9,490,0.049,,,,,,
C2,270.0,36.9,490,0.05,,,,,,
C2,300.0,36.9,490,0.053,,,,,,
C2,330.0,36.9,490,0.056,,,,,,
C2,360.0,36.9,490,0.05,,,,,,
C2,390.0,36.9,490,0.047,,,,,,
C2,420.0,36.9,490,0.047,,,,,,
C2,450.0,36.9,490,0.052,,,,,,
C2,480.0,36.9,490,0.048,,,,,,
C2,510.0,36.9,490,0.051,,,,,,
C2,540.0,36.9,490,0.052,,,,,,
C2,570.0,36.9,490,0.056,,,,,,
C2,600.0,36.9,490,0.051,,,,,,
C2,630.0,36.9,490,0.047,,,,,,
C2,660.0,36.9,490,0.057,,,,,,
C2,690.0,36.9,490,0.053,,,,,,
C2,720.0,36.9,490,0.053,,,,,,
C2,750.0,36.9,490,0.054,,,,,,
C2,780.0,36.9,490,0.052,,,,,,
C2,810.0,36.9,490,0.056,,,,,,
C2,840.0,36.9,490,0.057,,,,,,
C3,0.0,36.9,490,0.12,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,30.0,36.9,490,0.137,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,60.0,36.9,490,0.153,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,90.0,36.9,490,0.165,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,120.0,36.9,490,0.174,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,150.0,36.9,490,0.186,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,180.0,36.9,490,0.194,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,210.0,36.9,490,0.199,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,240.0,36.9,490,0.199,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,270.0,36.9,490,0.209,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,300.0,36.9,490,0.216,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,330.0,36.9,490,0.219,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,360.0,36.9,490,0.215,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,390.0,36.9,490,0.215,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,420.0,36.9,490,0.217,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,450.0,36.9,490,0.219,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,480.0,36.9,490,0.217,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,510.0,36.9,490,0.219,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,540.0,36.9,490,0.219,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,570.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,600.0,36.9,490,0.216,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,630.0,36.9,490,0.212,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,660.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,690.0,36.9,490,0.217,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,720.0,36.9,490,0.218,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,750.0,36.9,490,0.219,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,780.0,36.9,490,0.217,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,810.0,36.9,490,0.216,T0138,50.0,sample,diverse_pick,1.0,unknown
C3,840.0,36.9,490,0.219,T0138,50.0,sample,diverse_pick,1.0,unknown
C4,0.0,36.9,490,0.049,,,,,,
C4,30.0,36.9,490,0.051,,,,,,
C4,60.0,36.9,490,0.048,,,,,,
C4,90.0,36.9,490,0.048,,,,,,
C4,120.0,36.9,490,0.046,,,,,,
C4,150.0,36.9,490,0.05,,,,,,
C4,180.0,36.9,490,0.046,,,,,,
C4,210.0,36.9,490,0.049,,,,,,
C4,240.0,36.9,490,0.05,,,,,,
C4,270.0,36.9,490,0.05,,,,,,
C4,300.0,36.9,490,0.055,,,,,,
C4,330.0,36.9,490,0.054,,,,,,
C4,360.0,36.9,490,0.051,,,,,,
C4,390.0,36.9,490,0.044,,,,,,
C4,420.0,36.9,490,0.051,,,,,,
C4,450.0,36.9,490,0.052,,,,,,
C4,480.0,36.9,490,0.049,,,,,,
C4,510.0,36.9,490,0.049,,,,,,
C4,540.0,36.9,490,0.052,,,,,,
C4,570.0,36.9,490,0.05,,,,,,
C4,600.0,36.9,490,0.048,,,,,,
C4,630.0,36.9,490,0.048,,,,,,
C4,660.0,36.9,490,0.054,,,,,,
C4,690.0,36.9,490,0.054,,,,,,
C4,720.0,36.9,490,0.054,,,,,,
C4,750.0,36.9,490,0.053,,,,,,
C4,780.0,36.9,490,0.053,,,,,,
C4,810.0,36.9,490,0.056,,,,,,
C4,840.0,36.9,490,0.058,,,,,,
C5,0.0,36.9,490,0.051,T0224,50.0,sample,substrate_control,1.0,negative
C5,30.0,36.9,490,0.055,T0224,50.0,sample,substrate_control,1.0,negative
C5,60.0,36.9,490,0.055,T0224,50.0,sample,substrate_control,1.0,negative
C5,90.0,36.9,490,0.054,T0224,50.0,sample,substrate_control,1.0,negative
C5,120.0,36.9,490,0.054,T0224,50.0,sample,substrate_control,1.0,negative
C5,150.0,36.9,490,0.052,T0224,50.0,sample,substrate_control,1.0,negative
C5,180.0,36.9,490,0.055,T0224,50.0,sample,substrate_control,1.0,negative
C5,210.0,36.9,490,0.056,T0224,50.0,sample,substrate_control,1.0,negative
C5,240.0,36.9,490,0.057,T0224,50.0,sample,substrate_control,1.0,negative
C5,270.0,36.9,490,0.057,T0224,50.0,sample,substrate_control,1.0,negative
C5,300.0,36.9,490,0.062,T0224,50.0,sample,substrate_control,1.0,negative
C5,330.0,36.9,490,0.063,T0224,50.0,sample,substrate_control,1.0,negative
C5,360.0,36.9,490,0.058,T0224,50.0,sample,substrate_control,1.0,negative
C5,390.0,36.9,490,0.054,T0224,50.0,sample,substrate_control,1.0,negative
C5,420.0,36.9,490,0.06,T0224,50.0,sample,substrate_control,1.0,negative
C5,450.0,36.9,490,0.061,T0224,50.0,sample,substrate_control,1.0,negative
C5,480.0,36.9,490,0.061,T0224,50.0,sample,substrate_control,1.0,negative
C5,510.0,36.9,490,0.058,T0224,50.0,sample,substrate_control,1.0,negative
C5,540.0,36.9,490,0.061,T0224,50.0,sample,substrate_control,1.0,negative
C5,570.0,36.9,490,0.062,T0224,50.0,sample,substrate_control,1.0,negative
C5,600.0,36.9,490,0.06,T0224,50.0,sample,substrate_control,1.0,negative
C5,630.0,36.9,490,0.064,T0224,50.0,sample,substrate_control,1.0,negative
C5,660.0,36.9,490,0.067,T0224,50.0,sample,substrate_control,1.0,negative
C5,690.0,36.9,490,0.066,T0224,50.0,sample,substrate_control,1.0,negative
C5,720.0,36.9,490,0.067,T0224,50.0,sample,substrate_control,1.0,negative
C5,750.0,36.9,490,0.068,T0224,50.0,sample,substrate_control,1.0,negative
C5,780.0,36.9,490,0.068,T0224,50.0,sample,substrate_control,1.0,negative
C5,810.0,36.9,490,0.07,T0224,50.0,sample,substrate_control,1.0,negative
C5,840.0,36.9,490,0.074,T0224,50.0,sample,substrate_control,1.0,negative
C6,0.0,36.9,490,0.052,,,,,,
C6,30.0,36.9,490,0.05,,,,,,
C6,60.0,36.9,490,0.052,,,,,,
C6,90.0,36.9,490,0.046,,,,,,
C6,120.0,36.9,490,0.048,,,,,,
C6,150.0,36.9,490,0.053,,,,,,
C6,180.0,36.9,490,0.053,,,,,,
C6,210.0,36.9,490,0.052,,,,,,
C6,240.0,36.9,490,0.05,,,,,,
C6,270.0,36.9,490,0.052,,,,,,
C6,300.0,36.9,490,0.056,,,,,,
C6,330.0,36.9,490,0.057,,,,,,
C6,360.0,36.9,490,0.052,,,,,,
C6,390.0,36.9,490,0.053,,,,,,
C6,420.0,36.9,490,0.05,,,,,,
C6,450.0,36.9,490,0.05,,,,,,
C6,480.0,36.9,490,0.05,,,,,,
C6,510.0,36.9,490,0.054,,,,,,
C6,540.0,36.9,490,0.056,,,,,,
C6,570.0,36.9,490,0.054,,,,,,
C6,600.0,36.9,490,0.054,,,,,,
C6,630.0,36.9,490,0.053,,,,,,
C6,660.0,36.9,490,0.055,,,,,,
C6,690.0,36.9,490,0.055,,,,,,
C6,720.0,36.9,490,0.059,,,,,,
C6,750.0,36.9,490,0.053,,,,,,
C6,780.0,36.9,490,0.059,,,,,,
C6,810.0,36.9,490,0.06,,,,,,
C6,840.0,36.9,490,0.057,,,,,,
C7,0.0,36.9,490,0.116,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,30.0,36.9,490,0.132,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,60.0,36.9,490,0.147,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,90.0,36.9,490,0.156,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,120.0,36.9,490,0.168,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,150.0,36.9,490,0.18,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,180.0,36.9,490,0.189,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,210.0,36.9,490,0.195,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,240.0,36.9,490,0.199,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,270.0,36.9,490,0.206,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,300.0,36.9,490,0.214,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,330.0,36.9,490,0.217,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,360.0,36.9,490,0.215,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,390.0,36.9,490,0.217,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,420.0,36.9,490,0.218,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,450.0,36.9,490,0.221,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,480.0,36.9,490,0.217,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,510.0,36.9,490,0.222,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,540.0,36.9,490,0.224,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,570.0,36.9,490,0.225,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,600.0,36.9,490,0.221,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,630.0,36.9,490,0.219,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,660.0,36.9,490,0.223,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,690.0,36.9,490,0.218,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,720.0,36.9,490,0.224,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,750.0,36.9,490,0.223,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,780.0,36.9,490,0.225,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,810.0,36.9,490,0.226,T8390,50.0,sample,diverse_pick,1.0,unknown
C7,840.0,36.9,490,0.225,T8390,50.0,sample,diverse_pick,1.0,unknown
C8,0.0,36.9,490,0.054,,,,,,
C8,30.0,36.9,490,0.048,,,,,,
C8,60.0,36.9,490,0.046,,,,,,
C8,90.0,36.9,490,0.044,,,,,,
C8,120.0,36.9,490,0.048,,,,,,
C8,150.0,36.9,490,0.05,,,,,,
C8,180.0,36.9,490,0.05,,,,,,
C8,210.0,36.9,490,0.048,,,,,,
C8,240.0,36.9,490,0.05,,,,,,
C8,270.0,36.9,490,0.05,,,,,,
C8,300.0,36.9,490,0.053,,,,,,
C8,330.0,36.9,490,0.056,,,,,,
C8,360.0,36.9,490,0.047,,,,,,
C8,390.0,36.9,490,0.046,,,,,,
C8,420.0,36.9,490,0.048,,,,,,
C8,450.0,36.9,490,0.053,,,,,,
C8,480.0,36.9,490,0.052,,,,,,
C8,510.0,36.9,490,0.053,,,,,,
C8,540.0,36.9,490,0.054,,,,,,
C8,570.0,36.9,490,0.056,,,,,,
C8,600.0,36.9,490,0.051,,,,,,
C8,630.0,36.9,490,0.052,,,,,,
C8,660.0,36.9,490,0.054,,,,,,
C8,690.0,36.9,490,0.054,,,,,,
C8,720.0,36.9,490,0.055,,,,,,
C8,750.0,36.9,490,0.052,,,,,,
C8,780.0,36.9,490,0.055,,,,,,
C8,810.0,36.9,490,0.055,,,,,,
C8,840.0,36.9,490,0.057,,,,,,
C9,0.0,36.9,490,0.115,T0985,50.0,sample,substrate_control,1.0,negative
C9,30.0,36.9,490,0.128,T0985,50.0,sample,substrate_control,1.0,negative
C9,60.0,36.9,490,0.136,T0985,50.0,sample,substrate_control,1.0,negative
C9,90.0,36.9,490,0.141,T0985,50.0,sample,substrate_control,1.0,negative
C9,120.0,36.9,490,0.152,T0985,50.0,sample,substrate_control,1.0,negative
C9,150.0,36.9,490,0.156,T0985,50.0,sample,substrate_control,1.0,negative
C9,180.0,36.9,490,0.161,T0985,50.0,sample,substrate_control,1.0,negative
C9,210.0,36.9,490,0.164,T0985,50.0,sample,substrate_control,1.0,negative
C9,240.0,36.9,490,0.168,T0985,50.0,sample,substrate_control,1.0,negative
C9,270.0,36.9,490,0.169,T0985,50.0,sample,substrate_control,1.0,negative
C9,300.0,36.9,490,0.174,T0985,50.0,sample,substrate_control,1.0,negative
C9,330.0,36.9,490,0.176,T0985,50.0,sample,substrate_control,1.0,negative
C9,360.0,36.9,490,0.171,T0985,50.0,sample,substrate_control,1.0,negative
C9,390.0,36.9,490,0.171,T0985,50.0,sample,substrate_control,1.0,negative
C9,420.0,36.9,490,0.172,T0985,50.0,sample,substrate_control,1.0,negative
C9,450.0,36.9,490,0.174,T0985,50.0,sample,substrate_control,1.0,negative
C9,480.0,36.9,490,0.173,T0985,50.0,sample,substrate_control,1.0,negative
C9,510.0,36.9,490,0.173,T0985,50.0,sample,substrate_control,1.0,negative
C9,540.0,36.9,490,0.175,T0985,50.0,sample,substrate_control,1.0,negative
C9,570.0,36.9,490,0.178,T0985,50.0,sample,substrate_control,1.0,negative
C9,600.0,36.9,490,0.172,T0985,50.0,sample,substrate_control,1.0,negative
C9,630.0,36.9,490,0.174,T0985,50.0,sample,substrate_control,1.0,negative
C9,660.0,36.9,490,0.174,T0985,50.0,sample,substrate_control,1.0,negative
C9,690.0,36.9,490,0.174,T0985,50.0,sample,substrate_control,1.0,negative
C9,720.0,36.9,490,0.175,T0985,50.0,sample,substrate_control,1.0,negative
C9,750.0,36.9,490,0.172,T0985,50.0,sample,substrate_control,1.0,negative
C9,780.0,36.9,490,0.174,T0985,50.0,sample,substrate_control,1.0,negative
C9,810.0,36.9,490,0.176,T0985,50.0,sample,substrate_control,1.0,negative
C9,840.0,36.9,490,0.174,T0985,50.0,sample,substrate_control,1.0,negative
C10,0.0,36.9,490,0.047,,,,,,
C10,30.0,36.9,490,0.048,,,,,,
C10,60.0,36.9,490,0.048,,,,,,
C10,90.0,36.9,490,0.044,,,,,,
C10,120.0,36.9,490,0.045,,,,,,
C10,150.0,36.9,490,0.05,,,,,,
C10,180.0,36.9,490,0.049,,,,,,
C10,210.0,36.9,490,0.048,,,,,,
C10,240.0,36.9,490,0.048,,,,,,
C10,270.0,36.9,490,0.049,,,,,,
C10,300.0,36.9,490,0.053,,,,,,
C10,330.0,36.9,490,0.055,,,,,,
C10,360.0,36.9,490,0.049,,,,,,
C10,390.0,36.9,490,0.048,,,,,,
C10,420.0,36.9,490,0.05,,,,,,
C10,450.0,36.9,490,0.051,,,,,,
C10,480.0,36.9,490,0.05,,,,,,
C10,510.0,36.9,490,0.05,,,,,,
C10,540.0,36.9,490,0.051,,,,,,
C10,570.0,36.9,490,0.055,,,,,,
C10,600.0,36.9,490,0.05,,,,,,
C10,630.0,36.9,490,0.051,,,,,,
C10,660.0,36.9,490,0.056,,,,,,
C10,690.0,36.9,490,0.047,,,,,,
C10,720.0,36.9,490,0.052,,,,,,
C10,750.0,36.9,490,0.052,,,,,,
C10,780.0,36.9,490,0.05,,,,,,
C10,810.0,36.9,490,0.057,,,,,,
C10,840.0,36.9,490,0.057,,,,,,
C11,0.0,36.9,490,0.048,,,,,,
C11,30.0,36.9,490,0.05,,,,,,
C11,60.0,36.9,490,0.049,,,,,,
C11,90.0,36.9,490,0.045,,,,,,
C11,120.0,36.9,490,0.047,,,,,,
C11,150.0,36.9,490,0.051,,,,,,
C11,180.0,36.9,490,0.05,,,,,,
C11,210.0,36.9,490,0.051,,,,,,
C11,240.0,36.9,490,0.05,,,,,,
C11,270.0,36.9,490,0.05,,,,,,
C11,300.0,36.9,490,0.055,,,,,,
C11,330.0,36.9,490,0.057,,,,,,
C11,360.0,36.9,490,0.051,,,,,,
C11,390.0,36.9,490,0.049,,,,,,
C11,420.0,36.9,490,0.051,,,,,,
C11,450.0,36.9,490,0.053,,,,,,
C11,480.0,36.9,490,0.05,,,,,,
C11,510.0,36.9,490,0.051,,,,,,
C11,540.0,36.9,490,0.053,,,,,,
C11,570.0,36.9,490,0.057,,,,,,
C11,600.0,36.9,490,0.052,,,,,,
C11,630.0,36.9,490,0.053,,,,,,
C11,660.0,36.9,490,0.057,,,,,,
C11,690.0,36.9,490,0.051,,,,,,
C11,720.0,36.9,490,0.056,,,,,,
C11,750.0,36.9,490,0.055,,,,,,
C11,780.0,36.9,490,0.055,,,,,,
C11,810.0,36.9,490,0.059,,,,,,
C11,840.0,36.9,490,0.058,,,,,,
