well,time_s,temperature_c,wavelength_nm,absorbance_a490,compound_id,concentration_uM,role,bucket,replicate,functional_class
C12,0.0,36.9,490,0.041,,,,,,
C12,30.0,36.9,490,0.043,,,,,,
C12,60.0,36.9,490,0.039,,,,,,
C12,90.0,36.9,490,0.037,,,,,,
C12,120.0,36.9,490,0.036,,,,,,
C12,150.0,36.9,490,0.042,,,,,,
C12,180.0,36.9,490,0.043,,,,,,
C12,210.0,36.9,490,0.041,,,,,,
C12,240.0,36.9,490,0.038,,,,,,
C12,270.0,36.9,490,0.04,,,,,,
C12,300.0,36.9,490,0.045,,,,,,
C12,330.0,36.9,490,0.047,,,,,,
C12,360.0,36.9,490,0.042,,,,,,
C12,390.0,36.9,490,0.041,,,,,,
C12,420.0,36.9,490,0.041,,,,,,
C12,450.0,36.9,490,0.039,,,,,,
C12,480.0,36.9,490,0.037,,,,,,
C12,510.0,36.9,490,0.042,,,,,,
C12,540.0,36.9,490,0.043,,,,,,
C12,570.0,36.9,490,0.045,,,,,,
C12,600.0,36.9,490,0.041,,,,,,
C12,630.0,36.9,490,0.041,,,,,,
C12,660.0,36.9,490,0.047,,,,,,
C12,690.0,36.9,490,0.042,,,,,,
C12,720.0,36.9,490,0.043,,,,,,
C12,750.0,36.9,490,0.042,,,,,,
C12,780.0,36.9,490,0.042,,,,,,
C12,810.0,36.9,490,0.046,,,,,,
C12,840.0,36.9,490,0.045,,,,,,
D1,0.0,36.9,490,0.04,,,,,,
D1,30.0,36.9,490,0.043,,,,,,
D1,60.0,36.9,490,0.04,,,,,,
D1,90.0,36.9,490,0.039,,,,,,
D1,120.0,36.9,490,0.04,,,,,,
D1,150.0,36.9,490,0.041,,,,,,
D1,180.0,36.9,490,0.04,,,,,,
D1,210.0,36.9,490,0.041,,,,,,
D1,240.0,36.9,490,0.041,,,,,,
D1,270.0,36.9,490,0.04,,,,,,
D1,300.0,36.9,490,0.039,,,,,,
D1,330.0,36.9,490,0.041,,,,,,
D1,360.0,36.9,490,0.04,,,,,,
D1,390.0,36.9,490,0.04,,,,,,
D1,420.0,36.9,490,0.041,,,,,,
D1,450.0,36.9,490,0.04,,,,,,
D1,480.0,36.9,490,0.041,,,,,,
D1,510.0,36.9,490,0.04,,,,,,
D1,540.0,36.9,490,0.04,,,,,,
D1,570.0,36.9,490,0.04,,,,,,
D1,600.0,36.9,490,0.041,,,,,,
D1,630.0,36.9,490,0.042,,,,,,
D1,660.0,36.9,490,0.038,,,,,,
D1,690.0,36.9,490,0.04,,,,,,
D1,720.0,36.9,490,0.04,,,,,,
D1,750.0,36.9,490,0.04,,,,,,
D1,780.0,36.9,490,0.04,,,,,,
D1,810.0,36.9,490,0.038,,,,,,
D1,840.0,36.9,490,0.039,,,,,,
D2,0.0,36.9,490,0.051,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,30.0,36.9,490,0.052,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,60.0,36.9,490,0.052,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,90.0,36.9,490,0.052,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,120.0,36.9,490,0.053,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,150.0,36.9,490,0.053,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,180.0,36.9,490,0.053,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,210.0,36.9,490,0.054,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,240.0,36.9,490,0.056,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,270.0,36.9,490,0.055,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,300.0,36.9,490,0.053,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,330.0,36.9,490,0.054,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,360.0,36.9,490,0.054,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,390.0,36.9,490,0.055,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,420.0,36.9,490,0.056,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,450.0,36.9,490,0.056,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,480.0,36.9,490,0.057,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,510.0,36.9,490,0.057,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,540.0,36.9,490,0.057,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,570.0,36.9,490,0.057,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,600.0,36.9,490,0.057,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,630.0,36.9,490,0.058,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,660.0,36.9,490,0.055,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,690.0,36.9,490,0.058,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,720.0,36.9,490,0.058,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,750.0,36.9,490,0.058,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,780.0,36.9,490,0.059,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,810.0,36.9,490,0.057,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D2,840.0,36.9,490,0.059,T1262,1.0,sample,tier1_inhibitor,2.0,positive
D3,0.0,36.9,490,0.054,,0.0,no_tem1,control,,
D3,30.0,36.9,490,0.055,,0.0,no_tem1,control,,
D3,60.0,36.9,490,0.053,,0.0,no_tem1,control,,
D3,90.0,36.9,490,0.053,,0.0,no_tem1,control,,
D3,120.0,36.9,490,0.054,,0.0,no_tem1,control,,
D3,150.0,36.9,490,0.054,,0.0,no_tem1,control,,
D3,180.0,36.9,490,0.054,,0.0,no_tem1,control,,
D3,210.0,36.9,490,0.055,,0.0,no_tem1,control,,
D3,240.0,36.9,490,0.055,,0.0,no_tem1,control,,
D3,270.0,36.9,490,0.055,,0.0,no_tem1,control,,
D3,300.0,36.9,490,0.053,,0.0,no_tem1,control,,
D3,330.0,36.9,490,0.056,,0.0,no_tem1,control,,
D3,360.0,36.9,490,0.055,,0.0,no_tem1,control,,
D3,390.0,36.9,490,0.058,,0.0,no_tem1,control,,
D3,420.0,36.9,490,0.056,,0.0,no_tem1,control,,
D3,450.0,36.9,490,0.057,,0.0,no_tem1,control,,
D3,480.0,36.9,490,0.057,,0.0,no_tem1,control,,
D3,510.0,36.9,490,0.057,,0.0,no_tem1,control,,
D3,540.0,36.9,490,0.057,,0.0,no_tem1,control,,
D3,570.0,36.9,490,0.058,,0.0,no_tem1,control,,
D3,600.0,36.9,490,0.059,,0.0,no_tem1,control,,
D3,630.0,36.9,490,0.058,,0.0,no_tem1,control,,
D3,660.0,36.9,490,0.057,,0.0,no_tem1,control,,
D3,690.0,36.9,490,0.058,,0.0,no_tem1,control,,
D3,720.0,36.9,490,0.059,,0.0,no_tem1,control,,
D3,750.0,36.9,490,0.058,,0.0,no_tem1,control,,
D3,780.0,36.9,490,0.059,,0.0,no_tem1,control,,
D3,810.0,36.9,490,0.058,,0.0,no_tem1,control,,
D3,840.0,36.9,490,0.059,,0.0,no_tem1,control,,
D4,0.0,36.9,490,0.058,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,30.0,36.9,490,0.059,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,60.0,36.9,490,0.059,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,90.0,36.9,490,0.061,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,120.0,36.9,490,0.062,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,150.0,36.9,490,0.062,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,180.0,36.9,490,0.062,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,210.0,36.9,490,0.064,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,240.0,36.9,490,0.065,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,270.0,36.9,490,0.065,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,300.0,36.9,490,0.065,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,330.0,36.9,490,0.067,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,360.0,36.9,490,0.067,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,390.0,36.9,490,0.07,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,420.0,36.9,490,0.07,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,450.0,36.9,490,0.07,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,480.0,36.9,490,0.071,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,510.0,36.9,490,0.072,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,540.0,36.9,490,0.073,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,570.0,36.9,490,0.074,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,600.0,36.9,490,0.075,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,630.0,36.9,490,0.076,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,660.0,36.9,490,0.076,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,690.0,36.9,490,0.078,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,720.0,36.9,490,0.079,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,750.0,36.9,490,0.08,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,780.0,36.9,490,0.081,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,810.0,36.9,490,0.08,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D4,840.0,36.9,490,0.082,T6685,50.0,sample,tier1_inhibitor,2.0,positive
D5,0.0,36.9,490,0.05,,,,,,
D5,30.0,36.9,490,0.05,,,,,,
D5,60.0,36.9,490,0.05,,,,,,
D5,90.0,36.9,490,0.052,,,,,,
D5,120.0,36.9,490,0.05,,,,,,
D5,150.0,36.9,490,0.051,,,,,,
D5,180.0,36.9,490,0.051,,,,,,
D5,210.0,36.9,490,0.051,,,,,,
D5,240.0,36.9,490,0.052,,,,,,
D5,270.0,36.9,490,0.052,,,,,,
D5,300.0,36.9,490,0.051,,,,,,
D5,330.0,36.9,490,0.051,,,,,,
D5,360.0,36.9,490,0.051,,,,,,
D5,390.0,36.9,490,0.052,,,,,,
D5,420.0,36.9,490,0.052,,,,,,
D5,450.0,36.9,490,0.052,,,,,,
D5,480.0,36.9,490,0.052,,,,,,
D5,510.0,36.9,490,0.053,,,,,,
D5,540.0,36.9,490,0.052,,,,,,
D5,570.0,36.9,490,0.054,,,,,,
D5,600.0,36.9,490,0.053,,,,,,
D5,630.0,36.9,490,0.053,,,,,,
D5,660.0,36.9,490,0.053,,,,,,
D5,690.0,36.9,490,0.054,,,,,,
D5,720.0,36.9,490,0.054,,,,,,
D5,750.0,36.9,490,0.056,,,,,,
D5,780.0,36.9,490,0.054,,,,,,
D5,810.0,36.9,490,0.053,,,,,,
D5,840.0,36.9,490,0.055,,,,,,
D6,0.0,36.9,490,0.054,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,30.0,36.9,490,0.056,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,60.0,36.9,490,0.055,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,90.0,36.9,490,0.055,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,120.0,36.9,490,0.056,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,150.0,36.9,490,0.057,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,180.0,36.9,490,0.057,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,210.0,36.9,490,0.057,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,240.0,36.9,490,0.058,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,270.0,36.9,490,0.058,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,300.0,36.9,490,0.057,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,330.0,36.9,490,0.058,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,360.0,36.9,490,0.058,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,390.0,36.9,490,0.058,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,420.0,36.9,490,0.059,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,450.0,36.9,490,0.059,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,480.0,36.9,490,0.059,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,510.0,36.9,490,0.06,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,540.0,36.9,490,0.06,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,570.0,36.9,490,0.059,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,600.0,36.9,490,0.06,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,630.0,36.9,490,0.061,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,660.0,36.9,490,0.059,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,690.0,36.9,490,0.061,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,720.0,36.9,490,0.061,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,750.0,36.9,490,0.062,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,780.0,36.9,490,0.062,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,810.0,36.9,490,0.061,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D6,840.0,36.9,490,0.064,T14081,50.0,sample,tier1_inhibitor,2.0,positive
D7,0.0,36.9,490,0.053,,0.0,no_tem1,control,,
D7,30.0,36.9,490,0.054,,0.0,no_tem1,control,,
D7,60.0,36.9,490,0.054,,0.0,no_tem1,control,,
D7,90.0,36.9,490,0.057,,0.0,no_tem1,control,,
D7,120.0,36.9,490,0.055,,0.0,no_tem1,control,,
D7,150.0,36.9,490,0.055,,0.0,no_tem1,control,,
D7,180.0,36.9,490,0.055,,0.0,no_tem1,control,,
D7,210.0,36.9,490,0.055,,0.0,no_tem1,control,,
D7,240.0,36.9,490,0.056,,0.0,no_tem1,control,,
D7,270.0,36.9,490,0.055,,0.0,no_tem1,control,,
D7,300.0,36.9,490,0.055,,0.0,no_tem1,control,,
D7,330.0,36.9,490,0.056,,0.0,no_tem1,control,,
D7,360.0,36.9,490,0.055,,0.0,no_tem1,control,,
D7,390.0,36.9,490,0.056,,0.0,no_tem1,control,,
D7,420.0,36.9,490,0.056,,0.0,no_tem1,control,,
D7,450.0,36.9,490,0.056,,0.0,no_tem1,control,,
D7,480.0,36.9,490,0.057,,0.0,no_tem1,control,,
D7,510.0,36.9,490,0.057,,0.0,no_tem1,control,,
D7,540.0,36.9,490,0.057,,0.0,no_tem1,control,,
D7,570.0,36.9,490,0.058,,0.0,no_tem1,control,,
D7,600.0,36.9,490,0.059,,0.0,no_tem1,control,,
D7,630.0,36.9,490,0.059,,0.0,no_tem1,control,,
D7,660.0,36.9,490,0.057,,0.0,no_tem1,control,,
D7,690.0,36.9,490,0.06,,0.0,no_tem1,control,,
D7,720.0,36.9,490,0.059,,0.0,no_tem1,control,,
D7,750.0,36.9,490,0.06,,0.0,no_tem1,control,,
D7,780.0,36.9,490,0.06,,0.0,no_tem1,control,,
D7,810.0,36.9,490,0.058,,0.0,no_tem1,control,,
D7,840.0,36.9,490,0.061,,0.0,no_tem1,control,,
D8,0.0,36.9,490,0.05,,,,,,
D8,30.0,36.9,490,0.05,,,,,,
D8,60.0,36.9,490,0.049,,,,,,
D8,90.0,36.9,490,0.05,,,,,,
D8,120.0,36.9,490,0.051,,,,,,
D8,150.0,36.9,490,0.05,,,,,,
D8,180.0,36.9,490,0.051,,,,,,
D8,210.0,36.9,490,0.05,,,,,,
D8,240.0,36.9,490,0.051,,,,,,
D8,270.0,36.9,490,0.051,,,,,,
D8,300.0,36.9,490,0.05,,,,,,
D8,330.0,36.9,490,0.052,,,,,,
D8,360.0,36.9,490,0.051,,,,,,
D8,390.0,36.9,490,0.051,,,,,,
D8,420.0,36.9,490,0.052,,,,,,
D8,450.0,36.9,490,0.052,,,,,,
D8,480.0,36.9,490,0.052,,,,,,
D8,510.0,36.9,490,0.053,,,,,,
D8,540.0,36.9,490,0.053,,,,,,
D8,570.0,36.9,490,0.053,,,,,,
D8,600.0,36.9,490,0.053,,,,,,
D8,630.0,36.9,490,0.054,,,,,,
D8,660.0,36.9,490,0.051,,,,,,
D8,690.0,36.9,490,0.054,,,,,,
D8,720.0,36.9,490,0.054,,,,,,
D8,750.0,36.9,490,0.055,,,,,,
D8,780.0,36.9,490,0.054,,,,,,
D8,810.0,36.9,490,0.052,,,,,,
D8,840.0,36.9,490,0.054,,,,,,
D9,0.0,36.9,490,0.049,,,,,,
D9,30.0,36.9,490,0.05,,,,,,
D9,60.0,36.9,490,0.049,,,,,,
D9,90.0,36.9,490,0.049,,,,,,
D9,120.0,36.9,490,0.05,,,,,,
D9,150.0,36.9,490,0.05,,,,,,
D9,180.0,36.9,490,0.05,,,,,,
D9,210.0,36.9,490,0.05,,,,,,
D9,240.0,36.9,490,0.051,,,,,,
D9,270.0,36.9,490,0.051,,,,,,
D9,300.0,36.9,490,0.05,,,,,,
D9,330.0,36.9,490,0.051,,,,,,
D9,360.0,36.9,490,0.05,,,,,,
D9,390.0,36.9,490,0.051,,,,,,
D9,420.0,36.9,490,0.052,,,,,,
D9,450.0,36.9,490,0.051,,,,,,
D9,480.0,36.9,490,0.051,,,,,,
D9,510.0,36.9,490,0.053,,,,,,
D9,540.0,36.9,490,0.052,,,,,,
D9,570.0,36.9,490,0.052,,,,,,
D9,600.0,36.9,490,0.052,,,,,,
D9,630.0,36.9,490,0.053,,,,,,
D9,660.0,36.9,490,0.051,,,,,,
D9,690.0,36.9,490,0.054,,,,,,
D9,720.0,36.9,490,0.053,,,,,,
D9,750.0,36.9,490,0.053,,,,,,
D9,780.0,36.9,490,0.053,,,,,,
D9,810.0,36.9,490,0.052,,,,,,
D9,840.0,36.9,490,0.053,,,,,,
D10,0.0,36.9,490,0.141,T1008,50.0,sample,substrate_control,2.0,negative
D10,30.0,36.9,490,0.16,T1008,50.0,sample,substrate_control,2.0,negative
D10,60.0,36.9,490,0.176,T1008,50.0,sample,substrate_control,2.0,negative
D10,90.0,36.9,490,0.19,T1008,50.0,sample,substrate_control,2.0,negative
D10,120.0,36.9,490,0.202,T1008,50.0,sample,substrate_control,2.0,negative
D10,150.0,36.9,490,0.211,T1008,50.0,sample,substrate_control,2.0,negative
D10,180.0,36.9,490,0.219,T1008,50.0,sample,substrate_control,2.0,negative
D10,210.0,36.9,490,0.225,T1008,50.0,sample,substrate_control,2.0,negative
D10,240.0,36.9,490,0.23,T1008,50.0,sample,substrate_control,2.0,negative
D10,270.0,36.9,490,0.234,T1008,50.0,sample,substrate_control,2.0,negative
D10,300.0,36.9,490,0.236,T1008,50.0,sample,substrate_control,2.0,negative
D10,330.0,36.9,490,0.239,T1008,50.0,sample,substrate_control,2.0,negative
D10,360.0,36.9,490,0.239,T1008,50.0,sample,substrate_control,2.0,negative
D10,390.0,36.9,490,0.241,T1008,50.0,sample,substrate_control,2.0,negative
D10,420.0,36.9,490,0.242,T1008,50.0,sample,substrate_control,2.0,negative
D10,450.0,36.9,490,0.242,T1008,50.0,sample,substrate_control,2.0,negative
D10,480.0,36.9,490,0.243,T1008,50.0,sample,substrate_control,2.0,negative
D10,510.0,36.9,490,0.244,T1008,50.0,sample,substrate_control,2.0,negative
D10,540.0,36.9,490,0.243,T1008,50.0,sample,substrate_control,2.0,negative
D10,570.0,36.9,490,0.243,T1008,50.0,sample,substrate_control,2.0,negative
D10,600.0,36.9,490,0.242,T1008,50.0,sample,substrate_control,2.0,negative
D10,630.0,36.9,490,0.242,T1008,50.0,sample,substrate_control,2.0,negative
D10,660.0,36.9,490,0.24,T1008,50.0,sample,substrate_control,2.0,negative
D10,690.0,36.9,490,0.241,T1008,50.0,sample,substrate_control,2.0,negative
D10,720.0,36.9,490,0.24,T1008,50.0,sample,substrate_control,2.0,negative
D10,750.0,36.9,490,0.24,T1008,50.0,sample,substrate_control,2.0,negative
D10,780.0,36.9,490,0.239,T1008,50.0,sample,substrate_control,2.0,negative
D10,810.0,36.9,490,0.237,T1008,50.0,sample,substrate_control,2.0,negative
D10,840.0,36.9,490,0.238,T1008,50.0,sample,substrate_control,2.0,negative
D11,0.0,36.9,490,0.051,,,,,,
D11,30.0,36.9,490,0.052,,,,,,
D11,60.0,36.9,490,0.05,,,,,,
D11,90.0,36.9,490,0.052,,,,,,
D11,120.0,36.9,490,0.054,,,,,,
D11,150.0,36.9,490,0.052,,,,,,
D11,180.0,36.9,490,0.052,,,,,,
D11,210.0,36.9,490,0.053,,,,,,
D11,240.0,36.9,490,0.054,,,,,,
D11,270.0,36.9,490,0.053,,,,,,
D11,300.0,36.9,490,0.052,,,,,,
D11,330.0,36.9,490,0.053,,,,,,
D11,360.0,36.9,490,0.053,,,,,,
D11,390.0,36.9,490,0.053,,,,,,
D11,420.0,36.9,490,0.054,,,,,,
D11,450.0,36.9,490,0.054,,,,,,
D11,480.0,36.9,490,0.054,,,,,,
D11,510.0,36.9,490,0.054,,,,,,
D11,540.0,36.9,490,0.054,,,,,,
D11,570.0,36.9,490,0.055,,,,,,
D11,600.0,36.9,490,0.055,,,,,,
D11,630.0,36.9,490,0.055,,,,,,
D11,660.0,36.9,490,0.053,,,,,,
D11,690.0,36.9,490,0.055,,,,,,
D11,720.0,36.9,490,0.056,,,,,,
D11,750.0,36.9,490,0.056,,,,,,
D11,780.0,36.9,490,0.056,,,,,,
D11,810.0,36.9,490,0.054,,,,,,
D11,840.0,36.9,490,0.056,,,,,,
D12,0.0,36.9,490,0.04,,,,,,
D12,30.0,36.9,490,0.04,,,,,,
D12,60.0,36.9,490,0.04,,,,,,
D12,90.0,36.9,490,0.039,,,,,,
D12,120.0,36.9,490,0.04,,,,,,
D12,150.0,36.9,490,0.04,,,,,,
D12,180.0,36.9,490,0.04,,,,,,
D12,210.0,36.9,490,0.04,,,,,,
D12,240.0,36.9,490,0.04,,,,,,
D12,270.0,36.9,490,0.041,,,,,,
D12,300.0,36.9,490,0.039,,,,,,
D12,330.0,36.9,490,0.04,,,,,,
D12,360.0,36.9,490,0.039,,,,,,
D12,390.0,36.9,490,0.04,,,,,,
D12,420.0,36.9,490,0.04,,,,,,
D12,450.0,36.9,490,0.039,,,,,,
D12,480.0,36.9,490,0.04,,,,,,
D12,510.0,36.9,490,0.04,,,,,,
D12,540.0,36.9,490,0.04,,,,,,
D12,570.0,36.9,490,0.039,,,,,,
D12,600.0,36.9,490,0.04,,,,,,
D12,630.0,36.9,490,0.04,,,,,,
D12,660.0,36.9,490,0.038,,,,,,
D12,690.0,36.9,490,0.04,,,,,,
D12,720.0,36.9,490,0.04,,,,,,
D12,750.0,36.9,490,0.039,,,,,,
D12,780.0,36.9,490,0.04,,,,,,
D12,810.0,36.9,490,0.038,,,,,,
D12,840.0,36.9,490,0.039,,,,,,
E1,0.0,36.9,490,0.041,,,,,,
E1,30.0,36.9,490,0.043,,,,,,
E1,60.0,36.9,490,0.041,,,,,,
E1,90.0,36.9,490,0.041,,,,,,
E1,120.0,36.9,490,0.042,,,,,,
E1,150.0,36.9,490,0.041,,,,,,
E1,180.0,36.9,490,0.042,,,,,,
E1,210.0,36.9,490,0.042,,,,,,
E1,240.0,36.9,490,0.042,,,,,,
E1,270.0,36.9,490,0.042,,,,,,
E1,300.0,36.9,490,0.041,,,,,,
E1,330.0,36.9,490,0.042,,,,,,
E1,360.0,36.9,490,0.041,,,,,,
E1,390.0,36.9,490,0.042,,,,,,
E1,420.0,36.9,490,0.042,,,,,,
E1,450.0,36.9,490,0.042,,,,,,
E1,480.0,36.9,490,0.041,,,,,,
E1,510.0,36.9,490,0.042,,,,,,
E1,540.0,36.9,490,0.042,,,,,,
E1,570.0,36.9,490,0.042,,,,,,
E1,600.0,36.9,490,0.041,,,,,,
E1,630.0,36.9,490,0.041,,,,,,
E1,660.0,36.9,490,0.04,,,,,,
E1,690.0,36.9,490,0.042,,,,,,
E1,720.0,36.9,490,0.042,,,,,,
E1,750.0,36.9,490,0.042,,,,,,
E1,780.0,36.9,490,0.042,,,,,,
E1,810.0,36.9,490,0.041,,,,,,
E1,840.0,36.9,490,0.041,,,,,,
E2,0.0,36.9,490,0.048,,,,,,
E2,30.0,36.9,490,0.049,,,,,,
E2,60.0,36.9,490,0.047,,,,,,
E2,90.0,36.9,490,0.048,,,,,,
E2,120.0,36.9,490,0.047,,,,,,
E2,150.0,36.9,490,0.048,,,,,,
E2,180.0,36.9,490,0.048,,,,,,
E2,210.0,36.9,490,0.048,,,,,,
E2,240.0,36.9,490,0.048,,,,,,
E2,270.0,36.9,490,0.049,,,,,,
E2,300.0,36.9,490,0.049,,,,,,
E2,330.0,36.9,490,0.049,,,,,,
E2,360.0,36.9,490,0.048,,,,,,
E2,390.0,36.9,490,0.048,,,,,,
E2,420.0,36.9,490,0.049,,,,,,
E2,450.0,36.9,490,0.049,,,,,,
E2,480.0,36.9,490,0.049,,,,,,
E2,510.0,36.9,490,0.049,,,,,,
E2,540.0,36.9,490,0.05,,,,,,
E2,570.0,36.9,490,0.05,,,,,,
E2,600.0,36.9,490,0.05,,,,,,
E2,630.0,36.9,490,0.05,,,,,,
E2,660.0,36.9,490,0.049,,,,,,
E2,690.0,36.9,490,0.051,,,,,,
E2,720.0,36.9,490,0.051,,,,,,
E2,750.0,36.9,490,0.055,,,,,,
E2,780.0,36.9,490,0.051,,,,,,
E2,810.0,36.9,490,0.05,,,,,,
E2,840.0,36.9,490,0.052,,,,,,
E3,0.0,36.9,490,0.112,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,30.0,36.9,490,0.133,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,60.0,36.9,490,0.149,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,90.0,36.9,490,0.166,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,120.0,36.9,490,0.178,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,150.0,36.9,490,0.19,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,180.0,36.9,490,0.199,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,210.0,36.9,490,0.206,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,240.0,36.9,490,0.21,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,270.0,36.9,490,0.215,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,300.0,36.9,490,0.216,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,330.0,36.9,490,0.218,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,360.0,36.9,490,0.218,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,390.0,36.9,490,0.219,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,420.0,36.9,490,0.22,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,450.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,480.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,510.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,540.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,570.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,600.0,36.9,490,0.22,T0138,50.0,sample,diverse_pick,2.0,unknown
E3,630.0,36.9,490,0.221,T0138,50.0,sample,diverse_pick,2.0,unknown
